NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10012632,Aventa CU,CO,274651588,34571,78
10031873,Member One FCU,VA,1648776772,153858,339
10018685,St John Self-Help FCU,LA,1167732,259,2
10028269,Valley Wide of PA FCU,PA,820503,193,2
10001588,Thrivent FCU,WI,779869804,51318,133
10028233,Ukrainian Selfreliance FCU,PA,533526053,16759,65
10014949,Archer Heights CU,IL,20336701,2219,8
10023089,United Cities CU,NJ,25767291,2854,3
10021450,Proctor FCU,MN,69544084,6654,19
10017173,Whitewater Regional FCU,IN,9469148,1516,5
10039589,Mississippi Central FCU,MS,1859723,2309,4
10013976,Envision CU,FL,862151668,63376,290
10015193,Chicago Municipal ECU,IL,59408178,11146,15
10033522,Cape Regional CU,MO,19541070,2507,10
10027226,Corry Jamestown CU,PA,27436830,2667,8
10020773,Credit Union Advantage,MI,28449570,2086,7
10018363,Cabot ECU of Ville Platte,LA,402418,65,1
,Totals (17 Credit Unions):,,4363179133,354357,989
