NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10022940,H & E Telephone FCU,NJ,47685915,2783,10
10023008,Unilever FCU,NJ,47217699,1435,5
10026774,EWEB EFCU,OR,34539694,1398,6
10012961,Bridgeport Police FCU,CT,27134144,2120,6
10012043,United Catholics FCU,CA,47808785,3581,12
10026992,City Co FCU,PA,23613669,4079,4
10010594,Southeastern Arizona FCU,AZ,46802973,5503,16
10023919,Path FCU,NJ,13118050,1358,4
10024218,Oneida County FCU,NY,14339203,1567,3
10011241,Fontana FCU,CA,16802814,1387,3
10027143,CACL FCU,PA,204247785,15939,58
10027208,Star USA FCU,WV,169460972,15340,40
10024038,Financial Trust FCU,NY,174362052,13728,29
10025103,BFG FCU,OH,156555258,21541,27
10023185,Riegel FCU,NJ,166563357,8316,35
10023264,County Educators FCU,NJ,120485696,8803,21
10026773,Pacific Cascade FCU,OR,135666473,10206,31
10029052,Upstate FCU,SC,138379759,16054,58
10011952,Rancho FCU,CA,107666139,7849,22
10015631,Illinois State Police FCU,IL,111920381,6366,18
10024522,Ukrainian National FCU,NY,149466027,6660,32
10024599,Western Division FCU,NY,206020259,10555,30
10027746,NE PA Community FCU,PA,168152252,12685,32
10026591,Southwest Oklahoma FCU,OK,109762267,5069,14
10026008,Best Reward CU,OH,161156294,12197,25
10011482,Kings FCU,CA,151497643,9652,18
10023935,USALLIANCE Financial FCU,NY,3171612726,180850,281
10016861,Elements Financial FCU,IN,2305472399,100884,188
10013563,Lafayette FCU,MD,2001557432,57726,194
10010897,Caltech EFCU,CA,1983455552,34292,74
10023685,Corning FCU,NY,2352504099,161894,420
10011577,F & A FCU,CA,2618216406,46145,113
10023040,Merck EFCU,NJ,1903935992,24511,20
10038268,Digital Federal Credit Union,MA,11968248355,1139799,1840
10027815,Members 1st FCU,PA,7879577849,589036,1225
10027907,Police and Fire FCU,PA,9200526531,447870,842
10011943,Mission FCU,CA,6568571402,308595,666
10027682,Citadel FCU,PA,6029734085,263272,560
10023931,Visions FCU,NY,5417911444,259512,871
10011551,Logix FCU,CA,9824812465,250132,822
10023412,Sandia Area FCU,NM,1193339466,88202,199
10029018,AllSouth FCU,SC,1334427393,118939,325
10029583,Orion FCU,TN,1247329809,69658,171
10029088,S C State FCU,SC,1411040230,89777,281
10025965,First Service FCU,OH,213721899,14971,40
10029868,ACFCU,TX,329895323,28034,91
10029965,TEXAR FCU,TX,467777911,29864,70
10028740,Puerto Rico FCU,PR,199095143,23721,44
10026642,Red Crown FCU,OK,243939304,19712,75
