NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10029099,VITAL FCU,SC,56174304,5918,16
10026881,Portland Local No 8 FCU,OR,40641018,2295,8
10018363,Cabot ECU of Ville Platte,LA,419115,64,1
10027226,Corry Jamestown CU,PA,27436830,2667,8
10013976,Envision CU,FL,846688500,63458,317
10031114,Transtar FCU,TX,27810374,2613,5
10019092,Members First of Maryland FCU,MD,21859266,3638,0
10026239,Kraton Belpre FCU,OH,5994178,655,2
10022672,NH Community FCU,NH,13349992,1467,6
10022309,High Peaks FCU,MT,51229359,3879,12
10021477,Great River FCU,MN,329709234,20937,79
10001588,Thrivent FCU,WI,779869804,51318,133
10026054,Producers ECU Inc,OH,693781,84,0
10034985,Legacy Financial FCU,LA,4929478,686,3
10017173,Whitewater Regional FCU,IN,9327440,1498,5
10033890,Centerville Clinics Employees FCU,PA,320622,97,1
10033522,Cape Regional CU,MO,19468107,2524,10
10021783,Atlas CU,MO,381276,50,2
,Totals (18 Credit Unions):,,2236302678,163848,608
