NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10027921,Pinn Memorial FCU,PA,243847,97,0
10023011,Terminals FCU,NJ,868793,75,1
10026488,Mahoning Valley FCU,OH,588096,223,1
10015944,Northside L FCU,IL,5068462,892,2
10023038,Mercer Co NJ Teachers FCU,NJ,44023917,3701,5
10027127,inspire FCU,PA,356494141,16313,41
10026749,Consolidated FCU,OR,502426395,20509,71
10010944,Frontwave CU,CA,1486697631,128122,253
10021243,Share Advantage CU,MN,57269001,3943,14
10013629,State Department FCU,VA,2896046142,88555,210
10020670,Muskegon FCU,MI,74647929,5011,14
10014484,Georgia Power Valdosta FCU,GA,24115125,2854,7
10031906,First NRV FCU,VA,39674380,2922,11
10031715,Summit Hampton Roads FCU,VA,9020497,1179,4
10036580,CRCH EFCU,VA,6191399,1287,3
10031827,Metropolitan Church FCU,VA,12658689,1896,7
10039591,Mosaic FCU,VA,10086867,3315,7
10014349,Berrien Teachers FCU,GA,1380355,272,2
10031421,North Sanpete FCU,UT,1211495,347,1
10036925,Star City FCU,VA,1744648,495,1
10030845,Faith Cooperative FCU,TX,2326348,991,2
10035175,Planters FCU,VA,2617840,424,2
10031778,High Street Baptist Church FCU,VA,2377574,277,1
10036607,Suncomp EFCU,VA,3529172,260,2
10001319,Urban Upbound FCU,NY,2441870,1445,6
,Totals (25 Credit Unions):,,5543750613,285405,668
