NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10029329,CEMC ECU,TN,2513773,586,2
10027662,Local 520 UA FCU,PA,7648322,1525,2
10013280,Ukrainian Selfreliance New Eng FCU,CT,45234396,3219,15
10027623,Latrobe Area Hospital FCU,PA,10707691,1311,2
10021835,Multipli CU,MO,184336314,10431,41
10022053,Neosho School ECU,MO,2026329,640,1
10034287,Baltimore Washington FCU,MD,9817244,1479,3
10021600,Forrest County Teachers FCU,MS,190655,248,3
10010447,Little Rock FCU,AR,1362132,300,2
10022372,MM EFCU,MT,1509821,344,1
,Totals (10 Credit Unions):,,265346677,20083,72
