NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10013011,Curtis FCU,CT,238760,55,1
10018308,ALEC FCU,LA,6407680,690,2
10028003,Blue Chip FCU,PA,45261649,3979,14
10023398,Southwest FCU,NM,78011067,4296,26
10013231,Scient FCU,CT,344201355,18732,53
10020038,Ann Arbor Postal FCU,MI,438795,99,1
10022731,Thunderbolt Area FCU,NJ,41246938,3362,8
10021205,City and County Employees FCU,MN,27435706,1700,5
10021023,Torch Lake FCU,MI,11783118,1609,6
10020897,Catholic Vantage Financial,MI,122323745,6778,30
10031623,Credit Union of Vermont,VT,81994156,3413,9
10038142,Alabama River CU,AL,23368542,1731,6
10018622,Postal CU,LA,20193206,1979,7
10021825,Central Communications CU,MO,47108410,3849,12
10033362,Wood County Employees Credit Union,WI,780989,159,2
,Totals (15 Credit Unions):,,850794116,52431,182
