NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10011057,AdelFi,CA,623469301,15597,92
10012031,SAFE Credit Union,CA,4438850221,243877,662
10027594,Philadelphia Letter Carriers FCU,PA,7516212,1340,4
10023624,Cattaraugus County EFCU,NY,17760065,1635,4
10023879,AmeriCU CU,NY,2794819280,169402,435
10022816,Mercer County Imprvmt Athrty EFCU,NJ,396099,202,3
10013439,Louviers FCU,DE,227401198,16660,32
10012388,UNIFY Financial CU,TX,3545158816,247296,475
10013213,Norwalk Postal EFCU,CT,337089,290,0
10036607,Suncomp EFCU,VA,3551106,255,2
10031637,White River CU,VT,51572695,3976,12
10036220,Entertainment Industries FCU,NJ,14453905,2229,6
10034411,Morning Star Baptist FCU,PA,292100,278,1
10015592,Homewood FCU,IL,1868226,669,2
10001578,Community Promise FCU,MI,1057335,289,4
,Totals (15 Credit Unions):,,11728503648,703995,1734
