ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1659,360,618,1401,2019,3034878,30587839024,3486319,34808980958,0.8216939079,0.870510702,0.8787341135
$50M-$100M,556,45,230,371,601,3206036,40448841175,3460327,43569228044,0.925124792,0.9265124365,0.9283809466
$100M-$200M,504,35,219,320,539,5168063,72044187210,5441296,76810276204,0.9350649351,0.9497853085,0.9379498522
$200M-$500M,501,29,236,294,530,10667006,160601371126,11196698,169488340701,0.9452830189,0.9526921241,0.9475658943
$500M-$1B,283,4,147,140,287,12518789,202108863141,12757473,204859589349,0.9860627178,0.9812906522,0.9865726266
$1B-$2B,204,4,120,88,208,16759551,282703081550,17123804,288278280324,0.9807692308,0.9787282662,0.9806603579
$2B-$5B,162,8,96,74,170,29430402,508821395254,30923379,533227197749,0.9529411765,0.9517201209,0.9542300119
$5B-$10B,61,0,36,25,61,22443602,449907796579,22443602,449907796579,1,1,1
> $10B,20,0,9,11,20,37229404,581718195755,37229404,581718195755,1,1,1
Totals,3950,485,1711,2724,4435,140457731,2328941570814,144062302,2382667885663,0.8906426156,0.9749790823,0.9774511944
