NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10013141,Northeast Family FCU,CT,98917908,5903,28
10023355,Ft Bayard FCU,NM,5176717,800,3
10018151,Eastern Kentucky FCU,KY,5176724,790,4
10022028,River Region CU,MO,715998153,42587,136
10016996,Indianapolis Post Office CU,IN,45677728,3105,4
10026323,Taleris CU,OH,64209005,5467,14
10017630,Public Employees Credit Union,IA,36191386,1834,3
10032934,Appletree Credit Union,WI,127217460,5625,14
10021667,McComb FCU,MS,5720212,1327,7
10019947,Wellesley Municipal EFCU,MA,28305401,1580,5
10024006,Lewiston Porter FCU,NY,14150824,854,3
10019152,St Joseph Medical Center MD FCU,MD,14129740,1537,2
10030696,Pamcel Community FCU,TX,12325974,999,5
10035069,Life FCU,TX,14409836,1806,3
10036925,Star City FCU,VA,1591229,493,1
10022450,Dale Community FCU,NE,27002931,2405,5
,Totals (16 Credit Unions):,,1216201228,77112,237
