NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10024249,Mountain Valley FCU,NY,55184524,4786,15
10027711,McKeesport Congregational FCU,PA,238727,76,0
10026033,Plumbers 55 Federal Credit Union,OH,2889255,1015,1
10027477,Hempfield Area FCU,PA,5403072,512,2
10029759,TSU FCU,TN,1147207,385,3
10028035,Family 1st FCU,PA,16418817,1712,4
10012674,Ent CU,CO,9999669215,558171,1500
10028068,St Norberts CU,PA,313797,66,1
10013371,Crosspoint FCU,CT,160186115,10243,32
10036871,STP Employees FCU,PA,925649,241,1
10039027,United Arkansas FCU,AR,24473717,3085,10
10038054,Loyola University EFCU,IL,42422888,4038,4
10015439,CTA South Federal Credit Union,IL,1207537,618,2
10012852,Community Choice CU,CO,97975258,6511,16
10013903,First Coast Community CU,FL,151631949,11957,36
10013792,ECCO CU,FL,17250375,960,3
10015566,Heights Auto Workers CU,IL,30493056,5579,7
10012829,Mountain River CU,CO,31561624,3115,10
10010927,Members 1st Credit Union,CA,354957080,23957,62
,Totals (19 Credit Unions):,,10994349862,637027,1709
