NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10018364,Caddo Parish Teachers FCU,LA,17892863,3325,4
10025272,Carey Poverello FCU,OH,26329102,1709,5
10026827,Gateway CU,OR,31318770,2171,6
10023383,Mt Taylor FCU,NM,2168212,237,1
10013792,ECCO CU,FL,19154920,953,4
10015243,Community FCU,IL,134804,154,0
10012152,Santa Maria Associated EFCU,CA,5355249,1100,2
10010548,VA Hospital FCU,AR,8758782,1683,4
10015439,CTA South Federal Credit Union,IL,1315100,559,2
10036648,Mercy FCU,GA,11924814,2240,5
10014013,Miami FCU,FL,46406589,2358,12
,Totals (11 Credit Unions):,,170759205,16489,45
