NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10029304,HealthNet FCU,TN,Elizabeth Sharpe,"Elizabeth Sharpe, CCUIP CCUE"
10022620,Sierra Pacific FCU,NV,Leslie Ramsdell,Leslie Klein
10026762,Cascade Community FCU,OR,Lynn Calvert,Lynn Ager
10011043,Columbus Club FCU,CA,Philip Delacerda,Richard Beaulieu
10014760,Hawaii FCU,HI,Blane Asao,Jacob McWhorter
10019178,Tower FCU,MD,Richard Stafford,Richard STAFFORD
10017480,Gas and Electric ECU,IA,Angela Sorenson,Angie Sorenson
10016208,St Mark CU,IL,Cliftena Kirkling,Margaret LaPorte
10022517,North Platte Union Pacific ECU,NE,Lisa Russell,Jennifer Empfield
10031131,Tyler City ECU,TX,Mari Morgan,Linda Lopez
10018309,Alexandria Municipal ECU,LA,Janet McDaniel,Candi Connella
10019602,Lowell Firefighters CU,MA,Michael Boldrighini,David Provencher
10032289,Our Community CU,WA,Bert Fisher,Philip Prothero
10030087,Texas Bridge CU,TX,David Brooks,Mark Avelar
10021780,Arsenal CU,MO,Linda Allen,Rick Preble
10029849,Alba Golden FCU,TX,Danielle Milbourn,Danielle Williams
10013409,Del-One FCU,DE,Dan McCarthy,Daniel McCarthy
10032454,CAPE Federal Credit Union,WV,Wendy White,Teresa Henline
10021193,Carpenters FCU,MN,Kim Waite,Kimberly Waite
