NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10023050,First Financial FCU,NJ,191044567,15985,50
10029892,Advancial FCU,TX,2445102913,127343,297
10023591,Buffalo Conrail FCU,NY,53991437,2542,8
10010631,MariSol FCU,AZ,50139211,6390,19
10010944,Frontwave CU,CA,1528672239,124350,253
10032250,Puget Sound Cooperative CU,WA,257378859,17963,31
10016622,Freedom Northwest CU,ID,573905558,13157,50
10013989,Grow Financial FCU,FL,3666734518,272142,579
10019350,First Citizens FCU,MA,693848510,48637,141
10035669,Fedex Emp Credit Assoc FCU,TN,658682908,101427,125
10032541,167th TFR FCU,WV,68532414,8477,16
10019295,First Priority CU,MA,129957910,7081,29
,Totals (12 Credit Unions):,,10317991044,745494,1598
