NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees,SURVIVOR_ID,STATUS_CHG_DATE
10026881,Portland Local No 8 FCU,OR,40589254,2261,9,10011405,9/1/2025
10018363,Cabot ECU of Ville Platte,LA,402418,65,1,10018390,8/30/2025
10014949,Archer Heights CU,IL,20336701,2219,8,10015155,9/1/2025
10029099,VITAL FCU,SC,57573178,6005,16,10039210,9/13/2025
10026054,Producers ECU Inc,OH,744277,91,0,10025399,8/31/2025
10022672,NH Community FCU,NH,13027847,1486,7,10031589,9/16/2025
10019092,Members First of Maryland FCU,MD,22326685,3638,10,10018970,8/30/2025
10017173,Whitewater Regional FCU,IN,9469148,1516,5,10025735,9/1/2025
10033522,Cape Regional CU,MO,19541070,2507,10,10022088,9/1/2025
10033890,Centerville Clinics Employees FCU,PA,342917,99,1,10033644,9/1/2025
10027226,Corry Jamestown CU,PA,27436830,2667,8,10027133,9/1/2025
,Totals (11 Credit Unions):,,211790325,22554,75,,
